,lon,lat,alt
2019-08-05 12:40:57,-123.0757430000,48.6969320000,0
2019-08-05 12:40:58,-123.0757400000,48.6969530000,0
2019-08-05 12:40:59,-123.0757370000,48.6969770000,0
2019-08-05 12:41:00,-123.0757350000,48.6970000000,0
2019-08-05 12:41:01,-123.0757330000,48.6970220000,0
2019-08-05 12:41:02,-123.0757320000,48.6970450000,0
2019-08-05 12:41:03,-123.0757320000,48.6970680000,0
2019-08-05 12:41:04,-123.0757320000,48.6970900000,0
2019-08-05 12:41:05,-123.0757330000,48.6971130000,0
2019-08-05 12:41:06,-123.0757330000,48.6971350000,0
2019-08-05 12:41:07,-123.0757350000,48.6971580000,0
2019-08-05 12:41:08,-123.0757350000,48.6971820000,0
2019-08-05 12:41:09,-123.0757350000,48.6972030000,0
2019-08-05 12:41:10,-123.0757370000,48.6972270000,0
2019-08-05 12:41:11,-123.0757370000,48.6972480000,0
2019-08-05 12:41:12,-123.0757380000,48.6972720000,0
2019-08-05 12:41:13,-123.0757400000,48.6972950000,0
2019-08-05 12:41:14,-123.0757400000,48.6973170000,0
2019-08-05 12:41:15,-123.0757400000,48.6973380000,0
2019-08-05 12:41:16,-123.0757400000,48.6973580000,0
2019-08-05 12:41:17,-123.0757400000,48.6973800000,0
2019-08-05 12:41:18,-123.0757400000,48.6974020000,0
2019-08-05 12:41:19,-123.0757380000,48.6974230000,0
2019-08-05 12:41:20,-123.0757380000,48.6974470000,0
2019-08-05 12:41:21,-123.0757370000,48.6974680000,0
2019-08-05 12:41:22,-123.0757370000,48.6974900000,0
2019-08-05 12:41:23,-123.0757350000,48.6975100000,0
2019-08-05 12:41:24,-123.0757370000,48.6975320000,0
2019-08-05 12:41:25,-123.0757350000,48.6975520000,0
2019-08-05 12:41:26,-123.0757320000,48.6975750000,0
2019-08-05 12:41:27,-123.0757270000,48.6975980000,0
2019-08-05 12:41:28,-123.0757220000,48.6976200000,0
2019-08-05 12:41:29,-123.0757180000,48.6976420000,0
2019-08-05 12:41:30,-123.0757150000,48.6976630000,0
2019-08-05 12:41:31,-123.0757120000,48.6976850000,0
2019-08-05 12:41:32,-123.0757080000,48.6977070000,0
2019-08-05 12:41:33,-123.0757050000,48.6977300000,0
2019-08-05 12:41:34,-123.0757020000,48.6977530000,0
2019-08-05 12:41:35,-123.0756980000,48.6977770000,0
2019-08-05 12:41:36,-123.0756970000,48.6977980000,0
2019-08-05 12:41:37,-123.0756950000,48.6978200000,0
2019-08-05 12:41:38,-123.0756930000,48.6978400000,0
2019-08-05 12:41:39,-123.0756880000,48.6978600000,0
2019-08-05 12:41:40,-123.0756820000,48.6978820000,0
2019-08-05 12:41:41,-123.0756730000,48.6979020000,0
2019-08-05 12:41:42,-123.0756680000,48.6979220000,0
2019-08-05 12:41:43,-123.0756620000,48.6979430000,0
2019-08-05 12:41:44,-123.0756570000,48.6979650000,0
2019-08-05 12:41:45,-123.0756500000,48.6979870000,0
2019-08-05 12:41:46,-123.0756430000,48.6980080000,0
2019-08-05 12:41:47,-123.0756370000,48.6980300000,0
2019-08-05 12:41:48,-123.0756300000,48.6980530000,0
2019-08-05 12:41:49,-123.0756230000,48.6980750000,0
2019-08-05 12:41:50,-123.0756170000,48.6980970000,0
2019-08-05 12:41:51,-123.0756120000,48.6981170000,0
2019-08-05 12:41:52,-123.0756050000,48.6981380000,0
2019-08-05 12:41:53,-123.0755980000,48.6981580000,0
2019-08-05 12:41:54,-123.0755900000,48.6981800000,0
2019-08-05 12:41:55,-123.0755820000,48.6982000000,0
2019-08-05 12:41:56,-123.0755750000,48.6982220000,0
2019-08-05 12:41:57,-123.0755680000,48.6982430000,0
2019-08-05 12:41:58,-123.0755630000,48.6982650000,0
2019-08-05 12:41:59,-123.0755580000,48.6982870000,0
2019-08-05 12:42:00,-123.0755520000,48.6983080000,0
2019-08-05 12:42:01,-123.0755470000,48.6983300000,0
2019-08-05 12:42:02,-123.0755400000,48.6983520000,0
2019-08-05 12:42:03,-123.0755330000,48.6983730000,0
2019-08-05 12:42:04,-123.0755280000,48.6983950000,0
2019-08-05 12:42:05,-123.0755230000,48.6984170000,0
2019-08-05 12:42:06,-123.0755180000,48.6984380000,0
2019-08-05 12:42:07,-123.0755150000,48.6984580000,0
2019-08-05 12:42:08,-123.0755100000,48.6984800000,0
2019-08-05 12:42:09,-123.0755050000,48.6985020000,0
2019-08-05 12:42:10,-123.0755000000,48.6985230000,0
2019-08-05 12:42:11,-123.0754970000,48.6985450000,0
2019-08-05 12:42:12,-123.0754920000,48.6985670000,0
2019-08-05 12:42:13,-123.0754880000,48.6985880000,0
2019-08-05 12:42:14,-123.0754850000,48.6986120000,0
2019-08-05 12:42:15,-123.0754800000,48.6986350000,0
2019-08-05 12:42:16,-123.0754770000,48.6986570000,0
2019-08-05 12:42:17,-123.0754730000,48.6986770000,0
2019-08-05 12:42:18,-123.0754700000,48.6986980000,0
2019-08-05 12:42:19,-123.0754680000,48.6987200000,0
2019-08-05 12:42:20,-123.0754670000,48.6987420000,0
2019-08-05 12:42:21,-123.0754650000,48.6987630000,0
2019-08-05 12:42:22,-123.0754630000,48.6987830000,0
2019-08-05 12:42:23,-123.0754630000,48.6988050000,0
2019-08-05 12:42:24,-123.0754630000,48.6988270000,0
2019-08-05 12:42:25,-123.0754670000,48.6988480000,0
2019-08-05 12:42:26,-123.0754680000,48.6988680000,0
2019-08-05 12:42:27,-123.0754720000,48.6988920000,0
2019-08-05 12:42:28,-123.0754770000,48.6989150000,0
2019-08-05 12:42:29,-123.0754800000,48.6989370000,0
2019-08-05 12:42:30,-123.0754830000,48.6989600000,0
2019-08-05 12:42:31,-123.0754870000,48.6989830000,0
2019-08-05 12:42:32,-123.0754920000,48.6990070000,0
2019-08-05 12:42:33,-123.0754950000,48.6990300000,0
2019-08-05 12:42:34,-123.0754980000,48.6990520000,0
2019-08-05 12:42:35,-123.0755020000,48.6990750000,0
2019-08-05 12:42:36,-123.0755030000,48.6990980000,0
2019-08-05 12:42:37,-123.0755050000,48.6991220000,0
2019-08-05 12:42:38,-123.0755050000,48.6991450000,0
2019-08-05 12:42:39,-123.0755070000,48.6991680000,0
2019-08-05 12:42:40,-123.0755080000,48.6991900000,0
2019-08-05 12:42:41,-123.0755080000,48.6992130000,0
2019-08-05 12:42:42,-123.0755100000,48.6992350000,0
2019-08-05 12:42:43,-123.0755100000,48.6992580000,0
2019-08-05 12:42:44,-123.0755100000,48.6992800000,0
2019-08-05 12:42:45,-123.0755100000,48.6993030000,0
2019-08-05 12:42:46,-123.0755100000,48.6993270000,0
2019-08-05 12:42:47,-123.0755100000,48.6993500000,0
2019-08-05 12:42:48,-123.0755080000,48.6993730000,0
2019-08-05 12:42:49,-123.0755070000,48.6993970000,0
2019-08-05 12:42:50,-123.0755050000,48.6994200000,0
2019-08-05 12:42:51,-123.0755030000,48.6994430000,0
2019-08-05 12:42:52,-123.0755020000,48.6994670000,0
2019-08-05 12:42:53,-123.0755020000,48.6994900000,0
2019-08-05 12:42:54,-123.0755020000,48.6995130000,0
2019-08-05 12:42:55,-123.0755020000,48.6995350000,0
2019-08-05 12:42:56,-123.0755020000,48.6995570000,0
2019-08-05 12:42:57,-123.0755020000,48.6995770000,0
2019-08-05 12:42:58,-123.0755030000,48.6995970000,0
2019-08-05 12:42:59,-123.0755030000,48.6996150000,0
2019-08-05 12:43:00,-123.0755050000,48.6996320000,0
2019-08-05 12:43:01,-123.0755070000,48.6996450000,0
2019-08-05 12:43:02,-123.0755080000,48.6996570000,0
2019-08-05 12:43:03,-123.0755120000,48.6996680000,0
2019-08-05 12:43:05,-123.0755180000,48.6996830000,0
2019-08-05 12:43:07,-123.0755250000,48.6996950000,0
2019-08-05 12:43:09,-123.0755330000,48.6997030000,0
2019-08-05 12:43:12,-123.0755470000,48.6997120000,0
2019-08-05 12:43:15,-123.0755600000,48.6997150000,0
2019-08-05 12:43:18,-123.0755730000,48.6997170000,0
2019-08-05 12:43:21,-123.0755870000,48.6997180000,0
2019-08-05 12:43:24,-123.0756020000,48.6997170000,0
2019-08-05 12:43:27,-123.0756170000,48.6997170000,0
2019-08-05 12:43:31,-123.0756330000,48.6997170000,0
2019-08-05 12:43:35,-123.0756500000,48.6997150000,0
2019-08-05 12:43:38,-123.0756630000,48.6997120000,0
2019-08-05 12:43:41,-123.0756770000,48.6997100000,0
2019-08-05 12:43:45,-123.0756930000,48.6997070000,0
2019-08-05 12:43:49,-123.0757100000,48.6997030000,0
2019-08-05 12:43:52,-123.0757230000,48.6997000000,0
2019-08-05 12:43:55,-123.0757380000,48.6996970000,0
2019-08-05 12:43:58,-123.0757550000,48.6996930000,0
2019-08-05 12:44:01,-123.0757680000,48.6997000000,0
2019-08-05 12:44:03,-123.0757650000,48.6997180000,0
2019-08-05 12:44:04,-123.0757620000,48.6997280000,0
2019-08-05 12:44:06,-123.0757550000,48.6997450000,0
2019-08-05 12:44:08,-123.0757480000,48.6997600000,0
2019-08-05 12:44:10,-123.0757400000,48.6997770000,0
2019-08-05 12:44:12,-123.0757300000,48.6997930000,0
2019-08-05 12:44:14,-123.0757220000,48.6998100000,0
2019-08-05 12:44:15,-123.0757170000,48.6998200000,0
2019-08-05 12:44:16,-123.0757120000,48.6998300000,0
2019-08-05 12:44:17,-123.0757050000,48.6998400000,0
2019-08-05 12:44:18,-123.0756980000,48.6998500000,0
2019-08-05 12:44:19,-123.0756920000,48.6998600000,0
2019-08-05 12:44:20,-123.0756850000,48.6998720000,0
2019-08-05 12:44:21,-123.0756770000,48.6998820000,0
2019-08-05 12:44:22,-123.0756700000,48.6998930000,0
2019-08-05 12:44:23,-123.0756620000,48.6999050000,0
2019-08-05 12:44:24,-123.0756550000,48.6999170000,0
2019-08-05 12:44:25,-123.0756470000,48.6999280000,0
2019-08-05 12:44:26,-123.0756380000,48.6999400000,0
2019-08-05 12:44:27,-123.0756280000,48.6999530000,0
2019-08-05 12:44:28,-123.0756200000,48.6999670000,0
2019-08-05 12:44:29,-123.0756120000,48.6999800000,0
2019-08-05 12:44:30,-123.0756020000,48.6999930000,0
2019-08-05 12:44:31,-123.0755920000,48.7000080000,0
2019-08-05 12:44:32,-123.0755820000,48.7000230000,0
2019-08-05 12:44:33,-123.0755720000,48.7000380000,0
2019-08-05 12:44:34,-123.0755620000,48.7000530000,0
2019-08-05 12:44:35,-123.0755500000,48.7000700000,0
2019-08-05 12:44:36,-123.0755380000,48.7000870000,0
2019-08-05 12:44:37,-123.0755250000,48.7001030000,0
2019-08-05 12:44:38,-123.0755130000,48.7001200000,0
2019-08-05 12:44:39,-123.0755020000,48.7001370000,0
2019-08-05 12:44:40,-123.0754900000,48.7001550000,0
2019-08-05 12:44:41,-123.0754780000,48.7001730000,0
2019-08-05 12:44:42,-123.0754650000,48.7001920000,0
2019-08-05 12:44:43,-123.0754520000,48.7002080000,0
2019-08-05 12:44:44,-123.0754380000,48.7002270000,0
2019-08-05 12:44:45,-123.0754270000,48.7002450000,0
2019-08-05 12:44:46,-123.0754150000,48.7002620000,0
2019-08-05 12:44:47,-123.0754030000,48.7002770000,0
2019-08-05 12:44:48,-123.0753920000,48.7002930000,0
2019-08-05 12:44:49,-123.0753800000,48.7003100000,0
2019-08-05 12:44:50,-123.0753680000,48.7003270000,0
2019-08-05 12:44:51,-123.0753550000,48.7003450000,0
2019-08-05 12:44:52,-123.0753400000,48.7003630000,0
2019-08-05 12:44:53,-123.0753270000,48.7003820000,0
2019-08-05 12:44:54,-123.0753130000,48.7004000000,0
2019-08-05 12:44:55,-123.0753000000,48.7004180000,0
2019-08-05 12:44:56,-123.0752870000,48.7004370000,0
2019-08-05 12:44:57,-123.0752750000,48.7004550000,0
2019-08-05 12:44:58,-123.0752620000,48.7004720000,0
2019-08-05 12:44:59,-123.0752520000,48.7004900000,0
2019-08-05 12:45:00,-123.0752420000,48.7005080000,0
2019-08-05 12:45:01,-123.0752320000,48.7005270000,0
2019-08-05 12:45:02,-123.0752250000,48.7005450000,0
2019-08-05 12:45:03,-123.0752170000,48.7005650000,0
2019-08-05 12:45:04,-123.0752100000,48.7005830000,0
2019-08-05 12:45:05,-123.0752030000,48.7006030000,0
2019-08-05 12:45:06,-123.0751970000,48.7006230000,0
2019-08-05 12:45:07,-123.0751880000,48.7006420000,0
2019-08-05 12:45:08,-123.0751820000,48.7006620000,0
2019-08-05 12:45:09,-123.0751720000,48.7006830000,0
2019-08-05 12:45:10,-123.0751630000,48.7007030000,0
2019-08-05 12:45:11,-123.0751530000,48.7007250000,0
2019-08-05 12:45:12,-123.0751430000,48.7007470000,0
2019-08-05 12:45:13,-123.0751350000,48.7007680000,0
2019-08-05 12:45:14,-123.0751280000,48.7007880000,0
2019-08-05 12:45:15,-123.0751220000,48.7008100000,0
2019-08-05 12:45:16,-123.0751150000,48.7008320000,0
2019-08-05 12:45:17,-123.0751080000,48.7008550000,0
2019-08-05 12:45:18,-123.0751000000,48.7008770000,0
2019-08-05 12:45:19,-123.0750930000,48.7008980000,0
2019-08-05 12:45:20,-123.0750870000,48.7009180000,0
2019-08-05 12:45:21,-123.0750820000,48.7009400000,0
2019-08-05 12:45:22,-123.0750780000,48.7009630000,0
2019-08-05 12:45:23,-123.0750750000,48.7009850000,0
2019-08-05 12:45:24,-123.0750730000,48.7010070000,0
2019-08-05 12:45:25,-123.0750730000,48.7010280000,0
2019-08-05 12:45:26,-123.0750720000,48.7010480000,0
2019-08-05 12:45:27,-123.0750720000,48.7010700000,0
2019-08-05 12:45:28,-123.0750720000,48.7010900000,0
2019-08-05 12:45:29,-123.0750720000,48.7011120000,0
2019-08-05 12:45:30,-123.0750700000,48.7011330000,0
2019-08-05 12:45:31,-123.0750680000,48.7011550000,0
2019-08-05 12:45:32,-123.0750670000,48.7011750000,0
2019-08-05 12:45:33,-123.0750670000,48.7011970000,0
2019-08-05 12:45:34,-123.0750670000,48.7012170000,0
2019-08-05 12:45:35,-123.0750650000,48.7012380000,0
2019-08-05 12:45:36,-123.0750650000,48.7012580000,0
2019-08-05 12:45:37,-123.0750630000,48.7012800000,0
2019-08-05 12:45:38,-123.0750600000,48.7013000000,0
2019-08-05 12:45:39,-123.0750580000,48.7013200000,0
2019-08-05 12:45:40,-123.0750570000,48.7013420000,0
2019-08-05 12:45:41,-123.0750570000,48.7013620000,0
2019-08-05 12:45:42,-123.0750570000,48.7013830000,0
2019-08-05 12:45:43,-123.0750580000,48.7014050000,0
2019-08-05 12:45:44,-123.0750600000,48.7014270000,0
2019-08-05 12:45:45,-123.0750600000,48.7014480000,0
2019-08-05 12:45:46,-123.0750600000,48.7014700000,0
2019-08-05 12:45:47,-123.0750600000,48.7014880000,0
2019-08-05 12:45:48,-123.0750620000,48.7015050000,0
2019-08-05 12:45:49,-123.0750630000,48.7015180000,0
2019-08-05 12:45:50,-123.0750670000,48.7015280000,0
2019-08-05 12:45:51,-123.0750700000,48.7015380000,0
2019-08-05 12:45:53,-123.0750780000,48.7015500000,0
2019-08-05 12:45:55,-123.0750900000,48.7015570000,0
2019-08-05 12:45:58,-123.0751070000,48.7015580000,0
2019-08-05 12:46:01,-123.0751250000,48.7015570000,0
2019-08-05 12:46:03,-123.0751400000,48.7015520000,0
2019-08-05 12:46:05,-123.0751550000,48.7015470000,0
2019-08-05 12:46:07,-123.0751720000,48.7015400000,0
2019-08-05 12:46:09,-123.0751880000,48.7015320000,0
2019-08-05 12:46:11,-123.0752030000,48.7015230000,0
2019-08-05 12:46:13,-123.0752170000,48.7015170000,0
2019-08-05 12:46:15,-123.0752300000,48.7015080000,0
2019-08-05 12:46:17,-123.0752450000,48.7015020000,0
2019-08-05 12:46:19,-123.0752600000,48.7014950000,0
2019-08-05 12:46:21,-123.0752750000,48.7014870000,0
2019-08-05 12:46:23,-123.0752920000,48.7014780000,0
2019-08-05 12:46:25,-123.0753080000,48.7014720000,0
2019-08-05 12:46:27,-123.0753230000,48.7014630000,0
2019-08-05 12:46:29,-123.0753400000,48.7014570000,0
2019-08-05 12:46:31,-123.0753550000,48.7014480000,0
2019-08-05 12:46:33,-123.0753720000,48.7014420000,0
2019-08-05 12:46:35,-123.0753870000,48.7014330000,0
2019-08-05 12:46:37,-123.0754020000,48.7014270000,0
2019-08-05 12:46:39,-123.0754170000,48.7014180000,0
2019-08-05 12:46:41,-123.0754320000,48.7014120000,0
2019-08-05 12:46:43,-123.0754470000,48.7014050000,0
2019-08-05 12:46:45,-123.0754620000,48.7013980000,0
2019-08-05 12:46:47,-123.0754770000,48.7013900000,0
2019-08-05 12:46:49,-123.0754930000,48.7013830000,0
2019-08-05 12:46:51,-123.0755080000,48.7013750000,0
2019-08-05 12:46:53,-123.0755250000,48.7013670000,0
2019-08-05 12:46:55,-123.0755420000,48.7013580000,0
2019-08-05 12:46:57,-123.0755580000,48.7013480000,0
2019-08-05 12:46:59,-123.0755750000,48.7013400000,0
2019-08-05 12:47:01,-123.0755920000,48.7013300000,0
2019-08-05 12:47:03,-123.0756080000,48.7013220000,0
2019-08-05 12:47:05,-123.0756250000,48.7013120000,0
2019-08-05 12:47:07,-123.0756430000,48.7013030000,0
2019-08-05 12:47:09,-123.0756600000,48.7012950000,0
2019-08-05 12:47:11,-123.0756780000,48.7012870000,0
2019-08-05 12:47:13,-123.0756950000,48.7012780000,0
2019-08-05 12:47:15,-123.0757130000,48.7012700000,0
2019-08-05 12:47:17,-123.0757320000,48.7012620000,0
2019-08-05 12:47:19,-123.0757500000,48.7012530000,0
2019-08-05 12:47:21,-123.0757680000,48.7012470000,0
2019-08-05 12:47:23,-123.0757850000,48.7012370000,0
2019-08-05 12:47:25,-123.0758030000,48.7012280000,0
2019-08-05 12:47:27,-123.0758220000,48.7012200000,0
2019-08-05 12:47:29,-123.0758420000,48.7012120000,0
2019-08-05 12:47:31,-123.0758580000,48.7012030000,0
2019-08-05 12:47:33,-123.0758730000,48.7011950000,0
2019-08-05 12:47:35,-123.0758830000,48.7011880000,0
2019-08-05 12:47:40,-123.0758950000,48.7011830000,0
2019-08-05 12:47:43,-123.0759030000,48.7011900000,0
2019-08-05 12:47:46,-123.0759070000,48.7012030000,0
2019-08-05 12:47:48,-123.0759030000,48.7012200000,0
2019-08-05 12:47:50,-123.0758950000,48.7012400000,0
2019-08-05 12:47:51,-123.0758920000,48.7012500000,0
2019-08-05 12:47:52,-123.0758880000,48.7012620000,0
2019-08-05 12:47:53,-123.0758830000,48.7012750000,0
2019-08-05 12:47:54,-123.0758780000,48.7012880000,0
2019-08-05 12:47:55,-123.0758720000,48.7013020000,0
2019-08-05 12:47:56,-123.0758670000,48.7013150000,0
2019-08-05 12:47:57,-123.0758600000,48.7013280000,0
2019-08-05 12:47:58,-123.0758530000,48.7013430000,0
2019-08-05 12:47:59,-123.0758450000,48.7013580000,0
2019-08-05 12:48:00,-123.0758370000,48.7013730000,0
2019-08-05 12:48:01,-123.0758300000,48.7013900000,0
2019-08-05 12:48:02,-123.0758250000,48.7014050000,0
2019-08-05 12:48:03,-123.0758180000,48.7014220000,0
2019-08-05 12:48:04,-123.0758130000,48.7014400000,0
2019-08-05 12:48:05,-123.0758070000,48.7014580000,0
2019-08-05 12:48:06,-123.0757980000,48.7014770000,0
2019-08-05 12:48:07,-123.0757920000,48.7014950000,0
2019-08-05 12:48:08,-123.0757830000,48.7015130000,0
2019-08-05 12:48:09,-123.0757770000,48.7015320000,0
2019-08-05 12:48:10,-123.0757720000,48.7015500000,0
2019-08-05 12:48:11,-123.0757650000,48.7015680000,0
2019-08-05 12:48:12,-123.0757580000,48.7015870000,0
2019-08-05 12:48:13,-123.0757500000,48.7016050000,0
2019-08-05 12:48:14,-123.0757420000,48.7016220000,0
2019-08-05 12:48:15,-123.0757320000,48.7016400000,0
2019-08-05 12:48:16,-123.0757220000,48.7016580000,0
2019-08-05 12:48:17,-123.0757130000,48.7016770000,0
2019-08-05 12:48:18,-123.0757050000,48.7016950000,0
2019-08-05 12:48:19,-123.0756980000,48.7017130000,0
2019-08-05 12:48:20,-123.0756920000,48.7017320000,0
2019-08-05 12:48:21,-123.0756830000,48.7017500000,0
2019-08-05 12:48:22,-123.0756750000,48.7017680000,0
2019-08-05 12:48:23,-123.0756650000,48.7017870000,0
2019-08-05 12:48:24,-123.0756530000,48.7018050000,0
2019-08-05 12:48:25,-123.0756430000,48.7018230000,0
2019-08-05 12:48:26,-123.0756350000,48.7018400000,0
2019-08-05 12:48:27,-123.0756250000,48.7018580000,0
2019-08-05 12:48:28,-123.0756150000,48.7018750000,0
2019-08-05 12:48:29,-123.0756020000,48.7018930000,0
2019-08-05 12:48:30,-123.0755900000,48.7019100000,0
2019-08-05 12:48:31,-123.0755780000,48.7019270000,0
2019-08-05 12:48:32,-123.0755680000,48.7019430000,0
2019-08-05 12:48:33,-123.0755580000,48.7019600000,0
2019-08-05 12:48:34,-123.0755470000,48.7019770000,0
2019-08-05 12:48:35,-123.0755370000,48.7019950000,0
2019-08-05 12:48:36,-123.0755250000,48.7020120000,0
2019-08-05 12:48:37,-123.0755100000,48.7020280000,0
2019-08-05 12:48:38,-123.0754970000,48.7020470000,0
2019-08-05 12:48:39,-123.0754830000,48.7020630000,0
2019-08-05 12:48:40,-123.0754720000,48.7020800000,0
2019-08-05 12:48:41,-123.0754620000,48.7020970000,0
2019-08-05 12:48:42,-123.0754500000,48.7021130000,0
2019-08-05 12:48:43,-123.0754370000,48.7021300000,0
2019-08-05 12:48:44,-123.0754220000,48.7021470000,0
2019-08-05 12:48:45,-123.0754080000,48.7021620000,0
2019-08-05 12:48:46,-123.0753950000,48.7021780000,0
2019-08-05 12:48:47,-123.0753820000,48.7021930000,0
2019-08-05 12:48:48,-123.0753680000,48.7022100000,0
2019-08-05 12:48:49,-123.0753550000,48.7022280000,0
2019-08-05 12:48:50,-123.0753420000,48.7022450000,0
2019-08-05 12:48:51,-123.0753280000,48.7022630000,0
2019-08-05 12:48:52,-123.0753150000,48.7022800000,0
2019-08-05 12:48:53,-123.0753020000,48.7022970000,0
2019-08-05 12:48:54,-123.0752880000,48.7023130000,0
2019-08-05 12:48:55,-123.0752730000,48.7023300000,0
2019-08-05 12:48:56,-123.0752580000,48.7023470000,0
2019-08-05 12:48:57,-123.0752430000,48.7023630000,0
2019-08-05 12:48:58,-123.0752280000,48.7023800000,0
2019-08-05 12:48:59,-123.0752150000,48.7023970000,0
2019-08-05 12:49:00,-123.0752020000,48.7024130000,0
2019-08-05 12:49:01,-123.0751880000,48.7024300000,0
2019-08-05 12:49:02,-123.0751750000,48.7024480000,0
2019-08-05 12:49:03,-123.0751630000,48.7024670000,0
2019-08-05 12:49:04,-123.0751520000,48.7024830000,0
2019-08-05 12:49:05,-123.0751400000,48.7025020000,0
2019-08-05 12:49:06,-123.0751270000,48.7025180000,0
2019-08-05 12:49:07,-123.0751150000,48.7025370000,0
2019-08-05 12:49:08,-123.0751030000,48.7025530000,0
2019-08-05 12:49:09,-123.0750920000,48.7025700000,0
2019-08-05 12:49:10,-123.0750800000,48.7025870000,0
2019-08-05 12:49:11,-123.0750680000,48.7026050000,0
2019-08-05 12:49:12,-123.0750580000,48.7026230000,0
2019-08-05 12:49:13,-123.0750500000,48.7026400000,0
2019-08-05 12:49:14,-123.0750400000,48.7026580000,0
2019-08-05 12:49:15,-123.0750280000,48.7026750000,0
2019-08-05 12:49:16,-123.0750170000,48.7026930000,0
2019-08-05 12:49:17,-123.0750070000,48.7027100000,0
2019-08-05 12:49:18,-123.0749970000,48.7027280000,0
2019-08-05 12:49:19,-123.0749880000,48.7027470000,0
2019-08-05 12:49:20,-123.0749780000,48.7027650000,0
2019-08-05 12:49:21,-123.0749700000,48.7027830000,0
2019-08-05 12:49:22,-123.0749600000,48.7028020000,0
2019-08-05 12:49:23,-123.0749520000,48.7028180000,0
2019-08-05 12:49:24,-123.0749430000,48.7028380000,0
2019-08-05 12:49:25,-123.0749350000,48.7028570000,0
2019-08-05 12:49:26,-123.0749280000,48.7028770000,0
2019-08-05 12:49:27,-123.0749230000,48.7028950000,0
2019-08-05 12:49:28,-123.0749200000,48.7029150000,0
2019-08-05 12:49:29,-123.0749150000,48.7029330000,0
2019-08-05 12:49:30,-123.0749120000,48.7029520000,0
2019-08-05 12:49:31,-123.0749070000,48.7029700000,0
2019-08-05 12:49:32,-123.0749020000,48.7029880000,0
2019-08-05 12:49:33,-123.0748950000,48.7030070000,0
2019-08-05 12:49:34,-123.0748870000,48.7030250000,0
2019-08-05 12:49:35,-123.0748800000,48.7030450000,0
2019-08-05 12:49:36,-123.0748730000,48.7030630000,0
2019-08-05 12:49:37,-123.0748670000,48.7030800000,0
2019-08-05 12:49:38,-123.0748600000,48.7030980000,0
2019-08-05 12:49:39,-123.0748530000,48.7031170000,0
2019-08-05 12:49:40,-123.0748450000,48.7031350000,0
2019-08-05 12:49:41,-123.0748370000,48.7031520000,0
2019-08-05 12:49:42,-123.0748270000,48.7031680000,0
2019-08-05 12:49:43,-123.0748170000,48.7031870000,0
2019-08-05 12:49:44,-123.0748080000,48.7032030000,0
2019-08-05 12:49:45,-123.0748030000,48.7032170000,0
2019-08-05 12:49:46,-123.0748000000,48.7032280000,0
2019-08-05 12:49:48,-123.0748030000,48.7032430000,0
2019-08-05 12:49:50,-123.0748150000,48.7032520000,0
2019-08-05 12:49:52,-123.0748300000,48.7032570000,0
2019-08-05 12:49:54,-123.0748470000,48.7032570000,0
2019-08-05 12:49:56,-123.0748650000,48.7032520000,0
2019-08-05 12:49:58,-123.0748850000,48.7032470000,0
2019-08-05 12:50:00,-123.0749030000,48.7032400000,0
2019-08-05 12:50:02,-123.0749230000,48.7032330000,0
2019-08-05 12:50:04,-123.0749420000,48.7032280000,0
2019-08-05 12:50:06,-123.0749620000,48.7032220000,0
2019-08-05 12:50:08,-123.0749800000,48.7032150000,0
2019-08-05 12:50:10,-123.0750000000,48.7032100000,0
2019-08-05 12:50:12,-123.0750180000,48.7032020000,0
2019-08-05 12:50:14,-123.0750350000,48.7031950000,0
2019-08-05 12:50:16,-123.0750530000,48.7031900000,0
2019-08-05 12:50:18,-123.0750720000,48.7031830000,0
2019-08-05 12:50:20,-123.0750920000,48.7031770000,0
2019-08-05 12:50:22,-123.0751120000,48.7031720000,0
2019-08-05 12:50:24,-123.0751320000,48.7031670000,0
2019-08-05 12:50:26,-123.0751530000,48.7031620000,0
2019-08-05 12:50:28,-123.0751730000,48.7031570000,0
2019-08-05 12:50:30,-123.0751950000,48.7031500000,0
2019-08-05 12:50:32,-123.0752170000,48.7031430000,0
2019-08-05 12:50:34,-123.0752380000,48.7031370000,0
2019-08-05 12:50:36,-123.0752580000,48.7031300000,0
2019-08-05 12:50:38,-123.0752780000,48.7031270000,0
2019-08-05 12:50:40,-123.0752970000,48.7031270000,0
2019-08-05 12:50:42,-123.0753080000,48.7031370000,0
2019-08-05 12:50:45,-123.0753100000,48.7031480000,0
2019-08-05 12:50:47,-123.0753020000,48.7031600000,0
2019-08-05 12:50:49,-123.0752880000,48.7031730000,0
2019-08-05 12:50:51,-123.0752720000,48.7031870000,0
2019-08-05 12:50:52,-123.0752620000,48.7031950000,0
2019-08-05 12:50:53,-123.0752530000,48.7032030000,0
2019-08-05 12:50:54,-123.0752430000,48.7032120000,0
2019-08-05 12:50:55,-123.0752330000,48.7032200000,0
2019-08-05 12:50:56,-123.0752200000,48.7032300000,0
2019-08-05 12:50:57,-123.0752080000,48.7032400000,0
2019-08-05 12:50:58,-123.0751930000,48.7032500000,0
2019-08-05 12:50:59,-123.0751820000,48.7032620000,0
2019-08-05 12:51:00,-123.0751680000,48.7032730000,0
2019-08-05 12:51:01,-123.0751550000,48.7032870000,0
2019-08-05 12:51:02,-123.0751420000,48.7032980000,0
2019-08-05 12:51:03,-123.0751300000,48.7033100000,0
